"Selector","ComponentPath","UsedIn","Count"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\events-promotions\components\editar-event-form\editar-event-form.html","2"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\events-promotions\components\editar-producto-form\editar-producto-form.html","3"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\events-promotions\components\editar-promotion-form\editar-promotion-form.html","4"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\inventory\components\agregar-form\agregar-form.html","5"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\inventory\components\editar-form\editar-form.html","5"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\inventory\main-inventory\main-inventory.html","2"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\orders\components\agregar-metodo-pago-form\agregar-metodo-pago-form.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\orders\components\agregar-order-form\agregar-order-form.html","2"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\orders\components\editar-metodo-pago-form\editar-metodo-pago-form.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\orders\components\editar-order-form\editar-order-form.html","3"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\orders\components\gestionar-productos-form\gestionar-productos-form.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\orders\components\payments-section\payments-section.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\orders\components\registrar-pago-form\registrar-pago-form.html","3"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\tables-reserves\components\agregar-mesa-form\agregar-mesa-form.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\tables-reserves\components\editar-mesa-form\editar-mesa-form.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\users\components\actualizar-employee-form\actualizar-employee-form.html","7"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\admin\pages\users\components\agregar-employee-form\agregar-employee-form.html","7"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\auth\forgot-password\forgot-password.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\auth\login\login.html","2"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\auth\profile\profile.html","7"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\auth\register\register.html","3"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\auth\reset-password\reset-password.html","2"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\client\pages\catalogo\components\catalog-marketplace\catalog-marketplace.page.html","2"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\client\pages\pedidos\components\orders\shared\order-status.page.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\client\pages\perfil\components\profile-client\profile-client.page.html","6"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\employee\pages\cash-balance\cash-balance-page\cash-balance-page.html","2"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\employee\pages\events-promotions\events-page\events-page.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\employee\pages\orders\components\registrar-pago-form\registrar-pago-form.html","1"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\features\employee\pages\users\profile\profile.html","3"
"ui-input","src\app\shared\ui\ui-input\ui-input.ts","src\app\shared\ui\ui-admin-filter-panel\ui-admin-filter-panel.html","3"
